,#,id,Player,age,Nation_map,DF,FW,MF,Position_map,Team_map,Leag_map,90s,Gls,Ast,G+A,G-PK,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Pass,Int,Tkl+Int,Clr,Err,Sh,SoT,Dist,FK,xG,SCA,SCA90,PassLive,Sh_Sh,GCA,value,value_log,estimated_value_log,diff_log,estimated_value,diff,absolute_diff
223,451,adam_webster_28,Adam Webster,28,3,1,0,0,3,19,1,22.1,0,0,0,0,1.8,0.2,1.9,19,119,9,0.0,22.0,12.0,10.0,9.0,3.0,30.0,11.0,1.18,41.0,55.0,4.0,18.0,2.0,11.2,0.0,1.8,20.0,0.91,19.0,0.0,1.0,25000000,17.034386382832476,17.006499491692054,0.02788689114042242,24312458.96902248,687541.0309775211,687541.0309775211
224,524,beto_25,Beto,25,63,0,1,0,1,34,2,23.7,10,1,11,9,10.1,2.6,12.6,25,13,121,0.42,16.0,9.0,0.0,9.0,7.0,18.0,15.0,1.5,22.0,30.0,0.0,60.0,20.0,13.7,0.0,10.9,49.0,2.07,31.0,5.0,4.0,25000000,17.034386382832476,16.126503729882607,0.9078826529498691,10084435.26097781,14915564.73902219,14915564.73902219
225,546,marcelo_brozovic_30,Marcelo Brozović,30,30,0,0,1,2,23,2,19.7,3,5,8,3,2.5,2.8,5.3,29,114,35,0.41,37.0,22.0,13.0,22.0,2.0,23.0,16.0,1.21,59.0,28.0,0.0,25.0,7.0,21.1,1.0,2.5,58.0,2.95,42.0,7.0,8.0,25000000,17.034386382832476,16.63216265405238,0.40222372878009693,16720777.30464321,8279222.69535679,8279222.69535679
226,610,giovanni_di_lorenzo_30,Giovanni Di Lorenzo,30,42,1,0,0,3,40,2,36.2,3,4,7,3,2.7,4.7,7.4,73,256,182,0.19,60.0,29.0,33.0,19.0,8.0,30.0,21.0,30.0,90.0,60.0,0.0,31.0,13.0,11.8,0.0,2.7,111.0,3.07,93.0,6.0,13.0,25000000,17.034386382832476,16.71673307412153,0.31765330871094477,18196377.142383497,6803622.857616503,6803622.857616503
227,612,boulaye_dia_26,Boulaye Dia,26,40,0,1,1,4,39,2,28.0,16,6,22,15,8.0,3.1,11.1,48,50,140,0.75,12.0,5.0,3.0,6.0,3.0,10.0,10.0,1.6,19.0,27.0,1.0,47.0,21.0,15.0,0.0,8.8,64.0,2.29,53.0,5.0,9.0,25000000,17.034386382832476,17.375199934661683,-0.34081355182920703,35152276.33289694,-10152276.33289694,10152276.33289694
228,647,davide_frattesi_23,Davide Frattesi,23,42,0,0,1,2,30,2,31.9,7,0,7,7,7.8,1.9,9.7,73,137,94,0.22,63.0,36.0,24.0,29.0,10.0,27.0,21.0,16.0,79.0,42.0,0.0,64.0,24.0,13.9,0.0,7.8,79.0,2.47,60.0,5.0,4.0,25000000,17.034386382832476,16.82246171622909,0.21192466660338738,20225641.048011307,4774358.951988693,4774358.951988693
229,732,hirving_lozano_28,Hirving Lozano,28,44,0,1,0,1,40,2,17.8,3,3,6,2,4.6,3.3,7.9,86,49,190,0.28,24.0,13.0,10.0,6.0,8.0,31.0,31.0,1.14,39.0,6.0,0.0,41.0,13.0,18.5,0.0,5.4,68.0,3.82,52.0,4.0,8.0,25000000,17.034386382832476,16.475750300893274,0.558636081939202,14299716.943784349,10700283.056215651,10700283.056215651
230,857,amir_rrahmani_29,Amir Rrahmani,29,82,1,0,0,3,40,2,27.2,2,1,3,2,1.8,1.0,2.9,23,135,5,0.11,33.0,18.0,20.0,13.0,0.0,36.0,16.0,1.13,47.0,79.0,1.0,21.0,3.0,13.4,0.0,1.8,26.0,0.96,23.0,1.0,4.0,25000000,17.034386382832476,16.94065225149654,0.09373413133593544,22763120.2519432,2236879.748056799,2236879.748056799
231,876,perr_schuurs_23,Perr Schuurs,23,9,1,0,0,3,28,2,25.8,0,2,2,0,0.9,0.9,1.8,14,56,2,0.08,51.0,25.0,29.0,17.0,5.0,28.0,12.0,28.0,79.0,102.0,0.0,14.0,1.0,14.9,2.0,0.9,20.0,0.77,14.0,1.0,2.0,25000000,17.034386382832476,15.526108896587436,1.5082774862450403,5532270.658728748,19467729.34127125,19467729.34127125
232,1001,marco_asensio_27,Marco Asensio,27,10,0,1,1,4,47,3,16.0,9,6,15,9,5.5,4.9,10.4,56,70,108,0.94,16.0,10.0,8.0,6.0,2.0,8.0,5.0,5.0,21.0,4.0,0.0,58.0,24.0,21.5,5.0,6.3,76.0,4.74,47.0,4.0,12.0,25000000,17.034386382832476,17.46692975784875,-0.43254337501627305,38529308.05543739,-13529308.055437393,13529308.055437393
233,1021,karim_benzema_35,Karim Benzema,35,5,0,1,0,1,47,3,22.6,19,3,22,12,14.9,5.8,20.7,72,138,157,0.66,9.0,5.0,2.0,4.0,3.0,11.0,11.0,2.0,11.0,5.0,0.0,99.0,36.0,15.9,6.0,21.5,102.0,4.5,86.0,7.0,7.0,25000000,17.034386382832476,16.627000154814557,0.4073862280179199,16634678.737665895,8365321.262334105,8365321.262334105
234,1047,yannick_carrasco_29,Yannick Carrasco,29,32,1,0,1,5,60,3,25.7,7,3,10,6,7.2,4.1,11.3,146,84,264,0.35,35.0,14.0,21.0,10.0,4.0,23.0,22.0,12.0,47.0,19.0,0.0,66.0,21.0,17.2,2.0,8.0,97.0,3.77,59.0,8.0,9.0,25000000,17.034386382832476,17.09729496852905,-0.06290858569657232,26623237.12486299,-1623237.1248629913,1623237.1248629913
235,1058,samuel_chukwueze_24,Samuel Chukwueze,24,17,0,1,1,4,50,3,26.0,6,5,11,6,6.5,4.3,10.8,133,85,261,0.42,14.0,7.0,7.0,2.0,5.0,13.0,13.0,12.0,26.0,16.0,0.0,60.0,17.0,17.4,0.0,6.5,110.0,4.23,75.0,2.0,15.0,25000000,17.034386382832476,17.19347829473711,-0.1590919119046319,29311142.586156502,-4311142.586156502,4311142.586156502
236,1116,juan_foyth_25,Juan Foyth,25,11,1,0,0,3,50,3,21.8,1,0,1,1,1.1,1.6,2.7,47,100,18,0.05,73.0,48.0,49.0,22.0,2.0,32.0,21.0,1.19,93.0,68.0,0.0,14.0,4.0,13.7,0.0,1.1,29.0,1.33,28.0,0.0,2.0,25000000,17.034386382832476,16.45565836014974,0.5787280226827356,14015274.94292239,10984725.05707761,10984725.05707761
237,1148,antoine_griezmann_32,Antoine Griezmann,32,5,0,1,1,4,60,3,31.8,15,16,31,15,12.3,13.9,26.2,99,171,202,0.98,49.0,34.0,15.0,23.0,11.0,34.0,31.0,24.0,73.0,31.0,0.0,111.0,44.0,17.6,5.0,12.3,162.0,5.1,111.0,7.0,26.0,25000000,17.034386382832476,17.234726151119116,-0.20033976828663924,30545445.564787015,-5545445.564787015,5545445.564787015
238,1192,franck_kessie_26,Franck Kessié,26,19,0,0,1,2,49,3,11.0,1,1,2,1,1.8,0.7,2.5,14,39,43,0.18,15.0,9.0,6.0,6.0,3.0,10.0,8.0,12.0,27.0,11.0,2.0,15.0,3.0,15.9,0.0,1.8,21.0,1.91,15.0,4.0,2.0,25000000,17.034386382832476,16.03936453266035,0.995021850172126,9242884.15278538,15757115.84721462,15757115.84721462
239,1198,takefusa_kubo_22,Takefusa Kubo,22,49,0,1,1,4,52,3,27.1,9,4,13,9,5.7,6.0,11.7,117,81,239,0.48,44.0,26.0,18.0,16.0,10.0,29.0,28.0,1.8,53.0,4.0,0.0,72.0,30.0,17.8,3.0,5.7,96.0,3.55,63.0,5.0,11.0,25000000,17.034386382832476,17.336979664436868,-0.30259328160439125,33834097.86226267,-8834097.862262674,8834097.862262674
240,1230,reinildo_mandava_29,Reinildo Mandava,29,89,1,0,0,3,60,3,20.6,0,0,0,0,0.4,0.5,0.9,28,70,41,0.0,66.0,43.0,46.0,19.0,1.0,27.0,15.0,1.29,96.0,59.0,0.0,6.0,0.0,22.7,0.0,0.4,23.0,1.12,21.0,0.0,1.0,25000000,17.034386382832476,15.767774099273018,1.2666122835594589,7044615.325027313,17955384.674972687,17955384.674972687
241,1252,brais_mendez_26,Brais Méndez,26,10,0,0,1,2,52,3,26.7,8,4,12,8,5.6,3.8,9.3,41,137,138,0.45,58.0,34.0,18.0,30.0,10.0,27.0,24.0,12.0,70.0,14.0,1.0,60.0,21.0,21.4,9.0,5.6,98.0,3.67,54.0,3.0,11.0,25000000,17.034386382832476,17.21151903287964,-0.17713265004716305,29844735.971249774,-4844735.971249774,4844735.971249774
242,1253,ferland_mendy_28,Ferland Mendy,28,5,1,0,0,3,47,3,15.0,0,1,1,0,0.3,0.6,0.9,23,56,73,0.07,21.0,12.0,14.0,6.0,1.0,7.0,5.0,14.0,35.0,16.0,0.0,1.0,0.0,7.3,0.0,0.3,28.0,1.87,25.0,0.0,2.0,25000000,17.034386382832476,16.19835946377679,0.836026919055687,10835728.903896838,14164271.096103162,14164271.096103162
243,1382,carlos_soler_26,Carlos Soler,26,10,0,0,1,2,53,3,2.7,1,0,1,0,0.2,0.2,0.4,3,13,7,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,4.0,1.0,30.0,3.0,0.9,6.0,2.23,5.0,0.0,0.0,25000000,17.034386382832476,15.61653304257655,1.4178533402559257,6055836.2993100425,18944163.700689957,18944163.700689957
244,1406,enes_unal_26,Enes Ünal,26,57,0,1,0,1,51,3,33.0,14,3,17,9,7.1,3.5,10.6,29,55,148,0.36,26.0,14.0,5.0,19.0,2.0,19.0,17.0,1.5,32.0,35.0,0.0,82.0,31.0,18.8,16.0,11.7,68.0,2.06,45.0,5.0,8.0,25000000,17.034386382832476,16.93611474113755,0.0982716416949252,22660066.338910732,2339933.6610892676,2339933.6610892676
245,1427,inaki_williams_29,Iñaki Williams,29,14,0,1,0,1,43,3,31.5,10,3,13,9,9.1,4.8,13.9,127,61,341,0.38,22.0,16.0,5.0,14.0,3.0,18.0,15.0,1.6,29.0,34.0,0.0,83.0,32.0,15.1,0.0,10.7,85.0,2.7,62.0,6.0,9.0,25000000,17.034386382832476,16.908253696997875,0.1261326858346017,22037446.918549504,2962553.081450496,2962553.081450496
246,175,goncalo_guedes_26,Gonçalo Guedes,26,31,0,1,1,4,6,1,7.9,1,1,2,1,1.2,0.5,1.7,20,16,54,0.25,8.0,6.0,4.0,3.0,1.0,4.0,4.0,12.31,9.0,2.0,0.0,19.0,6.0,18.4,1.0,1.2,27.0,3.44,15.0,2.0,1.0,23000000,16.951004773893423,16.620491779189333,0.33051299470409035,16526765.550737837,6473234.449262163,6473234.449262163
247,6,rayan_ait_nouri_22,Rayan Aït Nouri,22,6,1,0,0,3,6,1,12.0,1,0,1,1,0.7,1.0,1.7,30,43,76,0.08,33.0,20.0,25.0,7.0,1.0,3.0,3.0,9.0,42.0,28.0,0.0,10.0,5.0,14.1,0.0,0.7,23.0,1.93,14.0,1.0,0.0,22000000,16.90655301132259,16.62719032211532,0.27936268920726803,16637842.410424555,5362157.589575445,5362157.589575445
248,73,julio_cesar_enciso_19,Julio César Enciso,19,13,0,1,1,4,19,1,9.0,4,2,6,4,4.0,1.7,5.7,39,31,74,0.67,13.0,4.0,3.0,6.0,4.0,9.0,9.0,4.0,17.0,2.0,0.0,38.0,18.0,19.6,0.0,4.0,45.0,5.02,28.0,6.0,7.0,22000000,16.90655301132259,17.26455427100958,-0.3580012596869899,31470283.293239214,-9470283.293239214,9470283.293239214
249,83,nathan_collins_22,Nathan Collins,22,21,1,0,0,3,6,1,20.2,0,0,0,0,0.2,0.1,0.3,11,64,5,0.0,27.0,15.0,19.0,8.0,0.0,35.0,7.0,21.0,48.0,84.0,0.0,3.0,0.0,9.0,0.0,0.2,11.0,0.55,8.0,0.0,0.0,22000000,16.90655301132259,16.71565476360096,0.19089824772163055,18176766.372624442,3823233.627375558,3823233.627375558
250,131,christian_eriksen_31,Christian Eriksen,31,15,0,0,1,2,13,1,22.8,1,8,9,1,5.0,4.2,9.2,23,164,66,0.4,22.0,18.0,10.0,7.0,5.0,23.0,14.0,11.0,33.0,20.0,1.0,39.0,11.0,19.3,4.0,5.0,71.0,3.12,50.0,3.0,9.0,22000000,16.90655301132259,17.01422110751531,-0.10766809619272166,24500917.10117308,-2500917.1011730805,2500917.1011730805
251,146,pablo_fornals_27,Pablo Fornals,27,10,0,1,1,4,4,1,16.7,3,1,4,3,2.2,1.7,3.9,33,89,101,0.24,30.0,15.0,9.0,12.0,9.0,16.0,14.0,1.13,44.0,9.0,0.0,27.0,7.0,22.6,0.0,2.2,57.0,3.41,48.0,3.0,3.0,22000000,16.90655301132259,16.820491462765645,0.0860615485569447,20185830.639861684,1814169.3601383157,1814169.3601383157
252,167,joe_gomez_26,Joe Gomez,26,3,1,0,0,3,10,1,16.3,0,0,0,0,0.2,0.2,0.3,15,108,5,0.0,28.0,21.0,15.0,11.0,2.0,17.0,6.0,24.0,52.0,51.0,2.0,6.0,2.0,24.5,0.0,0.2,18.0,1.11,15.0,1.0,1.0,22000000,16.90655301132259,16.930134571549424,-0.023581560226833886,22524959.68233018,-524959.68233018,524959.68233018
253,181,jack_harrison_26,Jack Harrison,26,3,0,1,1,4,1,1,30.1,5,7,12,5,4.7,5.1,9.8,103,103,255,0.4,41.0,17.0,5.0,15.0,21.0,47.0,45.0,1.21,63.0,25.0,0.0,39.0,14.0,17.8,3.0,4.7,114.0,3.79,68.0,5.0,9.0,22000000,16.90655301132259,17.083692759255946,-0.17713974793335652,26263554.069755998,-4263554.0697559975,4263554.0697559975
254,205,mathias_jensen_27,Mathias Jensen,27,15,0,0,1,2,7,1,31.1,5,6,11,5,2.2,5.0,7.2,21,141,77,0.35,70.0,35.0,28.0,30.0,12.0,54.0,49.0,1.31,102.0,24.0,1.0,23.0,7.0,22.0,4.0,2.2,103.0,3.31,48.0,3.0,13.0,22000000,16.90655301132259,16.989322709781334,-0.08276969845874405,23898415.31236093,-1898415.3123609312,1898415.3123609312
255,215,hamed_junior_traore_23,Hamed Junior Traorè,23,19,0,1,1,4,12,1,4.7,0,0,0,0,0.9,1.1,2.1,19,26,21,0.0,17.0,11.0,5.0,9.0,3.0,9.0,9.0,2.0,19.0,1.0,0.0,6.0,0.0,17.1,1.0,0.9,20.0,4.22,12.0,0.0,1.0,22000000,16.90655301132259,16.326922900469274,0.5796301108533157,12322321.114427404,9677678.885572596,9677678.885572596
256,267,tyrell_malacia_24,Tyrell Malacia,24,9,1,0,0,3,13,1,15.5,0,0,0,0,0.2,0.7,0.9,19,44,33,0.0,46.0,33.0,33.0,12.0,1.0,13.0,10.0,25.0,71.0,49.0,0.0,5.0,2.0,22.1,0.0,0.2,19.0,1.22,19.0,0.0,0.0,22000000,16.90655301132259,16.510749913203682,0.39580309811890757,14809062.955918293,7190937.044081707,7190937.044081707
257,270,solly_march_29,Solly March,29,3,1,1,0,6,19,1,30.2,7,7,14,7,8.1,8.4,16.5,110,135,357,0.46,53.0,31.0,16.0,17.0,20.0,34.0,31.0,1.23,77.0,32.0,0.0,74.0,31.0,16.2,1.0,8.1,140.0,4.64,91.0,9.0,14.0,22000000,16.90655301132259,17.32885765176675,-0.4223046404441604,33560409.84405102,-11560409.844051018,11560409.844051018
258,295,tyrone_mings_30,Tyrone Mings,30,3,1,0,0,3,16,1,35.0,1,2,3,1,1.2,1.4,2.6,20,111,7,0.09,15.0,7.0,10.0,5.0,0.0,40.0,19.0,2.22,69.0,163.0,2.0,7.0,2.0,12.1,0.0,1.2,23.0,0.66,17.0,2.0,4.0,22000000,16.90655301132259,16.80294914731331,0.10360386400927979,19834812.27020509,2165187.7297949083,2165187.7297949083
259,296,tyrick_mitchell_23,Tyrick Mitchell,23,3,1,0,0,3,5,1,32.1,0,2,2,0,0.6,1.2,1.8,23,106,90,0.06,71.0,49.0,43.0,23.0,5.0,48.0,37.0,42.0,113.0,78.0,0.0,6.0,1.0,11.6,0.0,0.6,33.0,1.03,28.0,0.0,3.0,22000000,16.90655301132259,16.988311668429517,-0.08175865710692776,23874265.23665704,-1874265.2366570383,1874265.2366570383
260,383,gianluca_scamacca_24,Gianluca Scamacca,24,42,0,1,0,1,4,1,10.3,3,0,3,3,2.5,0.7,3.1,13,17,48,0.29,10.0,5.0,1.0,3.0,6.0,3.0,3.0,1.3,14.0,5.0,0.0,30.0,10.0,18.7,1.0,2.5,24.0,2.33,20.0,2.0,1.0,22000000,16.90655301132259,16.63795857713596,0.2685944341866282,16817971.035409123,5182028.964590877,5182028.964590877
261,390,marcos_senesi_26,Marcos Senesi,26,11,1,0,0,3,12,1,27.7,2,0,2,2,1.6,0.5,2.1,9,66,3,0.07,50.0,35.0,28.0,22.0,0.0,38.0,18.0,2.11,93.0,146.0,2.0,8.0,2.0,9.1,0.0,1.6,16.0,0.58,14.0,1.0,3.0,22000000,16.90655301132259,16.85613763805266,0.050415373269927954,20918356.60800619,1081643.3919938095,1081643.3919938095
262,396,luis_sinisterra_24,Luis Sinisterra,24,35,0,1,0,1,1,1,9.6,5,0,5,5,3.7,0.4,4.2,30,39,84,0.52,21.0,14.0,8.0,9.0,4.0,11.0,10.0,1.7,29.0,2.0,0.0,28.0,11.0,16.2,0.0,3.7,33.0,3.43,26.0,2.0,2.0,22000000,16.90655301132259,16.687491525058253,0.2190614862643372,17671991.18125294,4328008.8187470585,4328008.8187470585
263,412,kamaldeen_sulemana_21,Kamaldeen Sulemana,21,14,0,1,1,4,2,1,10.7,2,1,3,2,1.7,1.3,3.0,32,36,80,0.28,15.0,9.0,4.0,7.0,4.0,16.0,16.0,1.5,21.0,6.0,0.0,24.0,7.0,18.8,0.0,1.7,40.0,3.72,24.0,4.0,3.0,22000000,16.90655301132259,16.599987465739705,0.3065655455828846,16191346.093946923,5808653.906053077,5808653.906053077
264,469,wilfried_zaha_30,Wilfried Zaha,30,19,0,1,1,4,5,1,25.4,7,2,9,7,4.8,2.7,7.5,86,75,238,0.35,32.0,20.0,12.0,12.0,8.0,21.0,20.0,1.15,48.0,9.0,0.0,64.0,21.0,16.8,0.0,6.5,91.0,3.58,57.0,4.0,7.0,22000000,16.90655301132259,16.86018709903685,0.04636591228574005,21003236.419697355,996763.5803026445,996763.5803026445
265,474,kurt_zouma_28,Kurt Zouma,28,5,1,0,0,3,4,1,22.1,2,0,2,2,2.2,0.1,2.3,3,31,1,0.09,9.0,4.0,4.0,5.0,0.0,17.0,3.0,1.29,39.0,120.0,1.0,19.0,5.0,10.1,0.0,2.2,9.0,0.41,7.0,1.0,2.0,22000000,16.90655301132259,16.528528137665585,0.37802487365700443,15074696.047166832,6925303.952833168,6925303.952833168
266,563,nicolo_casale_25,Nicolò Casale,25,42,1,0,0,3,32,2,27.1,1,1,2,1,0.6,0.3,0.9,11,70,3,0.07,42.0,20.0,28.0,14.0,0.0,25.0,8.0,17.0,59.0,73.0,1.0,8.0,2.0,10.9,0.0,0.6,12.0,0.44,10.0,1.0,4.0,22000000,16.90655301132259,16.234950301091548,0.671602710231042,11239560.509550218,10760439.490449782,10760439.490449782
267,596,charles_de_ketelaere_22,Charles De Ketelaere,22,32,0,1,1,4,24,2,12.4,0,1,1,0,2.0,2.0,4.0,45,59,69,0.08,26.0,12.0,7.0,14.0,5.0,14.0,12.0,1.3,30.0,9.0,0.0,19.0,3.0,12.5,0.0,2.0,47.0,3.79,39.0,0.0,2.0,22000000,16.90655301132259,16.497609143720695,0.40894386760189505,14615733.504234888,7384266.495765112,7384266.495765112
268,709,filip_kostic_30,Filip Kostić,30,47,1,1,0,6,37,2,28.5,3,8,11,3,2.4,7.1,9.4,101,78,230,0.39,41.0,26.0,17.0,20.0,4.0,30.0,26.0,1.15,57.0,32.0,0.0,37.0,11.0,19.6,0.0,2.4,93.0,3.26,67.0,6.0,12.0,22000000,16.90655301132259,16.333902334691782,0.5726506766308077,12408624.769116074,9591375.230883926,9591375.230883926
269,784,tanguy_ndombele_26,Tanguy Ndombele,26,5,0,0,1,2,40,2,9.0,1,0,1,1,1.0,0.5,1.4,27,52,33,0.11,14.0,8.0,4.0,8.0,2.0,10.0,9.0,7.0,21.0,7.0,1.0,16.0,2.0,22.4,0.0,1.0,20.0,2.24,15.0,1.0,0.0,22000000,16.90655301132259,15.907444259102828,0.9991087522197617,8100564.099268859,13899435.90073114,13899435.90073114
270,1189,lee_kang_in_22,Lee Kang-in,22,43,0,1,1,4,54,3,31.4,6,6,12,6,5.4,5.4,10.8,107,96,139,0.38,42.0,24.0,10.0,22.0,10.0,25.0,23.0,1.1,53.0,7.0,0.0,46.0,14.0,20.0,7.0,5.4,113.0,3.6,49.0,6.0,13.0,22000000,16.90655301132259,16.480127790358285,0.4264252209643047,14362451.012743395,7637548.987256605,7637548.987256605
271,1210,thomas_lemar_27,Thomas Lemar,27,5,0,0,1,2,60,3,13.9,1,3,4,1,0.9,1.9,2.9,36,80,79,0.29,30.0,18.0,10.0,13.0,7.0,12.0,9.0,1.6,37.0,12.0,0.0,13.0,6.0,21.1,0.0,0.9,45.0,3.23,33.0,1.0,7.0,22000000,16.90655301132259,16.763412798877734,0.1431402124448553,19065916.049575806,2934083.9504241943,2934083.9504241943
272,1404,viktor_tsyhankov_25,Viktor Tsyhankov,25,50,0,0,1,2,55,3,16.5,3,6,9,3,2.8,2.9,5.7,63,46,120,0.54,8.0,8.0,5.0,1.0,2.0,13.0,11.0,1.6,15.0,12.0,0.0,19.0,9.0,18.0,0.0,2.8,65.0,3.93,39.0,2.0,8.0,22000000,16.90655301132259,16.57968933113968,0.32686368018291034,15866005.0500787,6133994.949921301,6133994.949921301
273,1,che_adams_27,Che Adams,27,2,0,1,0,1,2,1,22.1,5,3,8,5,6.6,2.8,9.4,17,34,115,0.36,17.0,13.0,7.0,8.0,2.0,13.0,9.0,1.3,21.0,22.0,0.0,47.0,14.0,13.8,0.0,6.6,57.0,2.57,44.0,5.0,7.0,20000000,16.811242831518264,16.477514360412275,0.3337284711059887,14324964.75835446,5675035.241645539,5675035.241645539
274,45,armel_bella_kotchap_21,Armel Bella Kotchap,21,24,1,0,0,3,2,1,20.9,0,2,2,0,1.0,1.0,2.1,9,39,2,0.1,37.0,17.0,28.0,9.0,0.0,29.0,17.0,44.0,81.0,110.0,0.0,14.0,2.0,16.1,0.0,1.0,14.0,0.67,7.0,3.0,2.0,20000000,16.811242831518264,16.498828017286336,0.3124148142319285,14633559.096810557,5366440.903189443,5366440.903189443
275,50,philip_billing_27,Philip Billing,27,15,0,1,1,4,12,1,30.7,7,1,8,7,4.9,3.2,8.1,37,80,101,0.26,63.0,36.0,21.0,33.0,9.0,48.0,40.0,1.3,94.0,58.0,1.0,38.0,18.0,18.3,5.0,4.9,54.0,1.76,41.0,5.0,6.0,20000000,16.811242831518264,16.820706818483185,-0.009463986964920679,20190178.24202696,-190178.24202695861,190178.24202695861
276,67,diego_carlos_30,Diego Carlos,30,12,1,0,0,3,16,1,2.3,0,0,0,0,0.4,0.0,0.4,1,11,0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,15.7,0.0,0.4,3.0,1.32,2.0,1.0,0.0,20000000,16.811242831518264,16.378906953439145,0.4323358780791189,12979827.162052814,7020172.837947186,7020172.837947186
277,137,wout_faes_25,Wout Faes,25,32,1,0,0,3,9,1,31.0,1,2,3,1,1.2,0.6,1.9,11,74,2,0.1,56.0,33.0,28.0,26.0,2.0,53.0,16.0,2.9,97.0,113.0,2.0,13.0,3.0,11.8,0.0,1.2,22.0,0.71,16.0,3.0,4.0,20000000,16.811242831518264,17.243133878526734,-0.43189104700847025,30803346.00369016,-10803346.00369016,10803346.00369016
278,170,demarai_gray_27,Demarai Gray,27,16,0,1,1,4,17,1,27.9,4,1,5,2,4.7,3.8,8.5,94,46,199,0.11,33.0,24.0,9.0,14.0,10.0,23.0,20.0,1.12,46.0,18.0,0.0,57.0,22.0,19.5,8.0,6.2,94.0,3.37,41.0,11.0,5.0,20000000,16.811242831518264,16.953144197687394,-0.14190136616912952,23049259.421861995,-3049259.421861995,3049259.421861995
279,178,ilkay_gundogan_32,İlkay Gündoğan,32,24,0,0,1,2,8,1,26.1,8,4,12,8,6.7,3.3,10.0,53,170,124,0.46,30.0,18.0,7.0,13.0,10.0,18.0,15.0,1.19,50.0,13.0,0.0,53.0,20.0,18.1,5.0,7.5,90.0,3.44,71.0,4.0,17.0,20000000,16.811242831518264,16.997262574644157,-0.1860197431258932,24088920.793453634,-4088920.793453634,4088920.793453634
280,203,vitaly_janelt_25,Vitaly Janelt,25,24,1,0,1,5,7,1,24.5,3,1,4,3,2.4,1.4,3.8,14,82,28,0.16,54.0,27.0,20.0,24.0,10.0,29.0,20.0,1.28,83.0,26.0,0.0,14.0,5.0,15.8,0.0,2.4,47.0,1.91,39.0,3.0,4.0,20000000,16.811242831518264,16.934212833121634,-0.12297000160337035,22617009.934738494,-2617009.9347384945,2617009.9347384945
281,216,james_justin_25,James Justin,25,3,1,0,0,3,9,1,13.9,0,0,0,0,0.3,0.3,0.6,20,47,50,0.0,20.0,18.0,7.0,12.0,1.0,24.0,18.0,15.0,35.0,47.0,0.0,5.0,0.0,23.4,0.0,0.3,21.0,1.51,17.0,0.0,2.0,20000000,16.811242831518264,16.49224591993633,0.3189969115819338,14537555.88410765,5462444.115892351,5462444.115892351
282,248,jefferson_lerma_28,Jefferson Lerma,28,35,0,0,1,2,12,1,36.1,5,0,5,5,2.6,2.3,4.9,22,142,30,0.14,50.0,30.0,23.0,23.0,4.0,32.0,17.0,2.15,97.0,91.0,1.0,35.0,10.0,17.6,0.0,2.6,47.0,1.3,42.0,2.0,1.0,20000000,16.811242831518264,16.98090006583275,-0.1696572343144851,23697972.78224475,-3697972.7822447494,3697972.7822447494
283,249,rico_lewis_18,Rico Lewis,18,3,1,0,1,5,8,1,10.0,0,0,0,0,0.2,1.5,1.7,22,48,26,0.0,16.0,9.0,9.0,5.0,2.0,8.0,4.0,6.0,22.0,13.0,1.0,5.0,2.0,21.1,0.0,0.2,27.0,2.69,24.0,1.0,0.0,20000000,16.811242831518264,16.63520765714967,0.17603517436859306,16771769.719955932,3228230.2800440677,3228230.2800440677
284,255,renan_lodi_25,Renan Lodi,25,12,1,0,0,3,15,1,24.6,0,1,1,0,1.0,1.2,2.1,24,31,70,0.04,52.0,39.0,38.0,8.0,6.0,25.0,19.0,33.0,85.0,74.0,0.0,15.0,0.0,19.9,2.0,1.0,30.0,1.22,22.0,1.0,4.0,20000000,16.811242831518264,16.569069847835774,0.24217298368249018,15698407.74776708,4301592.25223292,4301592.25223292
285,264,harry_maguire_30,Harry Maguire,30,3,1,0,0,3,13,1,8.5,0,0,0,0,0.3,0.0,0.4,8,26,4,0.0,8.0,6.0,6.0,1.0,1.0,18.0,7.0,13.0,21.0,41.0,0.0,3.0,0.0,9.0,0.0,0.3,5.0,0.59,5.0,0.0,1.0,20000000,16.811242831518264,16.171359017734122,0.6398838137841416,10547073.834272176,9452926.165727824,9452926.165727824
286,265,riyad_mahrez_32,Riyad Mahrez,32,6,0,1,1,4,8,1,21.3,5,10,15,4,4.7,7.0,11.8,78,76,242,0.66,30.0,14.0,8.0,13.0,9.0,27.0,26.0,1.8,39.0,5.0,0.0,42.0,12.0,17.2,7.0,5.5,116.0,5.44,74.0,10.0,21.0,20000000,16.811242831518264,16.98536834853868,-0.17412551702041767,23804098.948477708,-3804098.948477708,3804098.948477708
287,285,dwight_mcneil_23,Dwight McNeil,23,3,0,1,1,4,17,1,27.8,7,3,10,7,3.5,6.1,9.6,76,69,128,0.36,64.0,41.0,35.0,14.0,15.0,46.0,39.0,1.3,95.0,41.0,0.0,46.0,15.0,20.5,1.0,3.5,108.0,3.89,53.0,6.0,12.0,20000000,16.811242831518264,17.191751431081666,-0.3805085995634023,29260569.91794389,-9260569.917943891,9260569.917943891
