,#,id,Player,age,Nation_map,DF,FW,MF,Position_map,Team_map,Leag_map,90s,Gls,Ast,G+A,G-PK,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Pass,Int,Tkl+Int,Clr,Err,Sh,SoT,Dist,FK,xG,SCA,SCA90,PassLive,Sh_Sh,GCA,value,value_log,estimated_value_log,diff_log,estimated_value,diff,absolute_diff
159,218,boubacar_kamara_23,Boubacar Kamara,23,5,0,0,1,2,16,1,19.7,0,1,1,0,0.2,0.8,1.0,16,84,8,0.05,58.0,25.0,25.0,23.0,10.0,38.0,26.0,19.0,77.0,24.0,2.0,4.0,1.0,29.7,0.0,0.2,23.0,1.17,19.0,0.0,4.0,30000000,17.216707939626428,16.98911170828272,0.227596231343707,23893373.242876362,6106626.757123638,6106626.757123638
160,227,max_kilman_26,Max Kilman,26,3,1,0,0,3,6,1,36.7,0,0,0,0,1.3,0.2,1.6,30,127,5,0.0,36.0,20.0,26.0,9.0,1.0,70.0,28.0,1.18,55.0,164.0,1.0,14.0,0.0,10.1,0.0,1.3,23.0,0.63,20.0,2.0,2.0,30000000,17.216707939626428,17.15173671075766,0.06497122886876738,28112832.727686305,1887167.2723136954,1887167.2723136954
161,263,noni_madueke_21,Noni Madueke,21,3,0,1,0,1,14,1,7.1,1,0,1,1,0.9,0.5,1.5,48,36,100,0.14,12.0,8.0,5.0,4.0,3.0,13.0,11.0,4.0,16.0,7.0,0.0,12.0,6.0,15.6,0.0,0.9,24.0,3.36,19.0,1.0,1.0,30000000,17.216707939626428,17.149673958766662,0.06703398085976531,28054902.694191404,1945097.3058085963,1945097.3058085963
162,489,sofyan_amrabat_27,Sofyan Amrabat,27,4,0,0,1,2,31,2,22.2,0,1,1,0,0.5,1.1,1.6,36,176,24,0.05,39.0,24.0,15.0,17.0,7.0,23.0,18.0,21.0,60.0,18.0,2.0,13.0,4.0,26.6,0.0,0.5,44.0,1.98,38.0,0.0,4.0,30000000,17.216707939626428,16.62045805697024,0.5962498826561884,16526208.240925942,13473791.759074058,13473791.759074058
163,625,paulo_dybala_29,Paulo Dybala,29,11,0,1,1,4,22,2,19.3,12,6,18,7,5.3,6.9,12.2,56,75,109,0.67,14.0,4.0,1.0,8.0,5.0,12.0,11.0,8.0,22.0,4.0,0.0,60.0,18.0,20.7,3.0,9.3,104.0,5.38,48.0,10.0,8.0,30000000,17.216707939626428,17.440491827668836,-0.22378388804240856,37524020.31703224,-7524020.31703224,7524020.31703224
164,662,nicolas_gonzalez_25,Nicolás González,25,11,0,1,1,4,31,2,15.0,6,1,7,4,5.4,1.3,6.7,37,70,112,0.33,17.0,10.0,3.0,10.0,4.0,14.0,14.0,1.3,21.0,6.0,0.0,58.0,17.0,17.4,1.0,6.7,62.0,4.12,40.0,6.0,3.0,30000000,17.216707939626428,16.48567707092663,0.731030868699797,14442373.835046008,15557626.164953992,15557626.164953992
165,687,roger_ibanez_24,Roger Ibanez,24,12,1,0,0,3,22,2,31.1,3,0,3,3,3.0,0.6,3.5,24,77,9,0.1,67.0,33.0,38.0,26.0,3.0,30.0,19.0,3.6,133.0,95.0,2.0,29.0,10.0,12.3,0.0,3.0,27.0,0.87,15.0,7.0,2.0,30000000,17.216707939626428,17.070628786321144,0.14607915330528343,25922679.148594704,4077320.8514052965,4077320.8514052965
166,701,pierre_kalulu_23,Pierre Kalulu,23,5,1,0,0,3,24,2,28.3,1,0,1,1,1.5,1.2,2.8,52,138,43,0.04,57.0,39.0,33.0,21.0,3.0,41.0,24.0,2.9,98.0,56.0,1.0,11.0,2.0,10.0,0.0,1.5,33.0,1.17,28.0,2.0,3.0,30000000,17.216707939626428,17.388726617725048,-0.17201867809862037,35631000.50954329,-5631000.509543292,5631000.509543292
167,708,teun_koopmeiners_25,Teun Koopmeiners,25,9,0,0,1,2,38,2,31.8,10,4,14,8,4.3,6.4,10.7,60,186,106,0.38,46.0,26.0,15.0,24.0,7.0,41.0,36.0,19.0,65.0,36.0,2.0,55.0,23.0,21.9,6.0,7.6,132.0,4.16,85.0,11.0,17.0,30000000,17.216707939626428,17.200019304118776,0.016688635507652094,29503495.44992873,496504.5500712693,496504.5500712693
168,726,manuel_locatelli_25,Manuel Locatelli,25,42,0,0,1,2,37,2,27.2,0,2,2,0,1.5,1.8,3.2,25,134,37,0.07,59.0,33.0,26.0,23.0,10.0,50.0,28.0,27.0,86.0,59.0,0.0,29.0,12.0,23.9,0.0,1.5,56.0,2.06,46.0,3.0,7.0,30000000,17.216707939626428,16.849330095659365,0.36737784396706274,20776437.61644937,9223562.383550629,9223562.383550629
169,728,ademola_lookman_25,Ademola Lookman,25,17,0,1,1,4,38,2,19.2,13,6,19,10,6.7,6.6,13.3,73,79,185,0.83,13.0,5.0,2.0,6.0,5.0,18.0,18.0,4.0,17.0,1.0,0.0,49.0,23.0,15.8,1.0,9.1,87.0,4.53,60.0,5.0,12.0,30000000,17.216707939626428,17.49864060648695,-0.28193266686052354,39770683.62445891,-9770683.624458909,9770683.624458909
170,951,mattia_zaccagni_28,Mattia Zaccagni,28,42,0,1,0,1,32,2,30.8,10,6,16,9,5.9,4.5,10.4,118,76,282,0.49,42.0,28.0,16.0,18.0,8.0,37.0,34.0,21.0,63.0,10.0,1.0,56.0,23.0,16.7,1.0,6.7,87.0,2.83,63.0,6.0,11.0,30000000,17.216707939626428,16.824411296401056,0.3922966432253716,20265111.01919878,9734888.980801221,9734888.980801221
171,1067,angel_correa_28,Ángel Correa,28,11,0,1,1,4,60,3,16.2,9,1,10,9,7.2,3.5,10.7,44,58,142,0.62,12.0,6.0,6.0,3.0,3.0,17.0,17.0,10.0,22.0,6.0,1.0,43.0,18.0,15.3,0.0,7.2,61.0,3.78,45.0,6.0,11.0,30000000,17.216707939626428,17.577552033412974,-0.3608440937865467,43036193.69329431,-13036193.69329431,13036193.69329431
172,1176,nicolas_jackson_22,Nicolas Jackson,22,40,0,1,0,1,50,3,17.8,12,4,16,12,8.0,3.3,11.3,49,40,117,0.9,14.0,11.0,2.0,10.0,2.0,18.0,16.0,2.0,16.0,4.0,0.0,41.0,23.0,13.4,0.0,8.0,47.0,2.65,31.0,5.0,14.0,30000000,17.216707939626428,17.465343404937023,-0.24863546531059555,38468235.429593295,-8468235.429593295,8468235.429593295
173,1212,robert_lewandowski_35,Robert Lewandowski,35,22,0,1,0,1,49,3,31.6,23,7,30,23,23.5,6.3,29.8,52,100,248,0.95,17.0,11.0,2.0,5.0,10.0,20.0,20.0,2.0,19.0,14.0,0.0,134.0,56.0,13.8,5.0,24.3,91.0,2.88,68.0,12.0,16.0,30000000,17.216707939626428,16.935289190120216,0.28141874950621215,22641367.017775565,7358632.982224435,7358632.982224435
174,1220,jose_luis_gaya_28,José Luis Gayà,28,10,1,0,0,3,53,3,30.1,1,3,4,1,1.1,5.5,6.5,74,124,200,0.13,80.0,46.0,61.0,16.0,3.0,28.0,19.0,1.22,103.0,48.0,0.0,22.0,8.0,23.8,2.0,1.9,94.0,3.12,70.0,3.0,7.0,30000000,17.216707939626428,16.67111733898769,0.5455906006387394,17384982.885581426,12615017.114418574,12615017.114418574
175,1369,oihan_sancet_23,Oihan Sancet,23,10,0,0,1,2,43,3,28.1,10,2,12,8,6.0,4.2,10.2,91,159,156,0.36,27.0,16.0,2.0,19.0,6.0,10.0,10.0,4.0,31.0,9.0,1.0,56.0,19.0,17.6,0.0,7.6,95.0,3.38,76.0,5.0,6.0,30000000,17.216707939626428,17.273757978966618,-0.05705003934019004,31761263.584774915,-1761263.5847749151,1761263.5847749151
176,1398,ferran_torres_23,Ferrán Torres,23,10,0,1,1,4,49,3,15.5,4,2,6,4,4.1,4.1,8.2,43,44,180,0.39,13.0,7.0,4.0,5.0,4.0,11.0,9.0,1.2,16.0,5.0,0.0,37.0,11.0,15.6,1.0,4.9,50.0,3.23,32.0,3.0,3.0,30000000,17.216707939626428,16.82372330964614,0.3929846299802868,20251173.686130702,9748826.313869298,9748826.313869298
177,1415,gabriel_veiga_21,Gabriel Veiga,21,10,0,0,1,2,45,3,25.5,11,4,15,11,6.1,2.6,8.7,68,109,88,0.59,43.0,19.0,14.0,25.0,4.0,30.0,27.0,21.0,64.0,6.0,0.0,62.0,29.0,19.8,0.0,6.1,80.0,3.14,58.0,3.0,8.0,30000000,17.216707939626428,17.081604216804664,0.1351037228217642,26208758.763239786,3791241.236760214,3791241.236760214
178,1428,nico_williams_21,Nico Williams,21,10,0,1,0,1,43,3,29.5,6,4,10,6,4.9,6.4,11.3,174,80,321,0.34,31.0,16.0,10.0,15.0,6.0,40.0,38.0,8.0,39.0,14.0,1.0,61.0,20.0,17.7,1.0,4.9,105.0,3.56,66.0,4.0,9.0,30000000,17.216707939626428,17.110414798768055,0.10629314085837294,26974830.858097523,3025169.1419024765,3025169.1419024765
179,36,leon_bailey_26,Leon Bailey,26,16,0,1,1,4,16,1,21.9,4,4,8,4,5.3,4.8,10.1,85,28,182,0.37,14.0,6.0,6.0,7.0,1.0,13.0,13.0,1.5,20.0,12.0,0.0,51.0,14.0,18.1,3.0,5.3,62.0,2.84,40.0,7.0,8.0,28000000,17.14771506813948,17.076279640605055,0.07143542753442489,26069579.09530613,1930420.9046938717,1930420.9046938717
180,56,armando_broja_21,Armando Broja,21,27,0,1,0,1,14,1,3.3,1,0,1,1,0.8,0.1,0.9,8,4,17,0.31,4.0,1.0,0.0,3.0,1.0,10.0,9.0,1.0,5.0,1.0,0.0,6.0,5.0,11.0,0.0,0.8,4.0,1.22,2.0,0.0,2.0,28000000,17.14771506813948,16.52971944729377,0.6179956208457114,15092665.379103629,12907334.620896371,12907334.620896371
181,58,emi_buendia_26,Emi Buendía,26,11,0,1,1,4,16,1,26.8,5,2,7,5,6.3,5.7,12.0,60,138,137,0.26,52.0,23.0,20.0,20.0,12.0,20.0,18.0,1.19,72.0,17.0,0.0,49.0,11.0,15.9,2.0,6.3,90.0,3.36,72.0,3.0,10.0,28000000,17.14771506813948,17.323825977191863,-0.17611090905238314,33391968.908480976,-5391968.908480976,5391968.908480976
182,188,rico_henry_26,Rico Henry,26,3,1,0,0,3,7,1,36.0,0,2,2,0,1.6,2.7,4.2,55,107,111,0.06,57.0,31.0,20.0,28.0,9.0,29.0,21.0,1.29,87.0,84.0,1.0,22.0,4.0,20.0,0.0,1.6,51.0,1.42,43.0,2.0,5.0,28000000,17.14771506813948,16.792564548837564,0.3551505193019153,19629901.508389078,8370098.491610922,8370098.491610922
183,200,alex_iwobi_27,Alex Iwobi,27,17,0,1,1,4,17,1,37.5,2,7,9,2,2.5,6.1,8.5,90,194,145,0.24,69.0,37.0,37.0,28.0,4.0,41.0,39.0,1.24,94.0,29.0,0.0,42.0,15.0,21.0,0.0,2.5,120.0,3.2,91.0,7.0,9.0,28000000,17.14771506813948,17.304047929342122,-0.15633286120264245,32738029.092822745,-4738029.092822745,4738029.092822745
184,298,aleksandar_mitrovic_28,Aleksandar Mitrović,28,47,0,1,0,1,3,1,22.3,14,1,15,10,8.6,2.3,10.9,24,44,97,0.49,14.0,7.0,8.0,4.0,2.0,22.0,17.0,3.0,17.0,20.0,1.0,85.0,27.0,15.1,0.0,14.9,55.0,2.47,26.0,13.0,10.0,28000000,17.14771506813948,17.086984302348405,0.060730765791074504,26350144.11899874,1649855.8810012601,1649855.8810012601
185,311,pedro_neto_23,Pedro Neto,23,31,0,1,1,4,6,1,10.7,0,0,0,0,1.1,2.1,3.2,37,24,111,0.0,11.0,6.0,4.0,2.0,5.0,5.0,4.0,1.3,15.0,4.0,0.0,17.0,3.0,20.7,1.0,1.1,41.0,3.82,23.0,4.0,6.0,28000000,17.14771506813948,16.860157343226287,0.2875577249131922,21002611.460671384,6997388.539328616,6997388.539328616
186,623,denzel_dumfries_27,Denzel Dumfries,27,9,1,0,0,3,23,2,24.6,1,4,5,1,3.6,4.9,8.5,62,59,172,0.2,35.0,18.0,17.0,13.0,5.0,33.0,24.0,12.0,47.0,26.0,0.0,33.0,13.0,11.4,0.0,3.6,71.0,2.88,48.0,9.0,11.0,28000000,17.14771506813948,16.24130611300809,0.9064089551313899,11311224.542483846,16688775.457516154,16688775.457516154
187,1356,guido_rodriguez_29,Guido Rodríguez,29,11,0,0,1,2,41,3,31.9,1,0,1,1,1.2,0.4,1.6,11,123,18,0.03,115.0,75.0,59.0,50.0,6.0,58.0,44.0,2.1,157.0,76.0,1.0,22.0,6.0,24.0,0.0,1.2,37.0,1.16,32.0,2.0,2.0,28000000,17.14771506813948,16.69585623489092,0.45185883324856135,17820432.227274332,10179567.772725668,10179567.772725668
188,282,john_mcginn_28,John McGinn,28,2,0,1,1,4,16,1,29.9,1,3,4,1,2.4,2.6,5.0,34,140,66,0.13,66.0,36.0,27.0,29.0,10.0,43.0,39.0,1.23,90.0,19.0,0.0,42.0,11.0,23.6,0.0,2.4,80.0,2.67,56.0,3.0,10.0,27000000,17.111347423968603,17.101041754193204,0.010305669775398485,26723175.7955302,276824.2044698,276824.2044698
189,955,nicolo_zaniolo_24,Nicolò Zaniolo,24,42,0,1,1,4,22,2,9.9,1,0,1,1,2.9,0.9,3.8,34,19,69,0.1,7.0,5.0,2.0,4.0,1.0,11.0,11.0,1.1,9.0,0.0,0.0,28.0,7.0,17.2,0.0,2.9,27.0,2.73,19.0,4.0,1.0,27000000,17.111347423968603,16.166838735154595,0.9445086888140075,10499505.671918424,16500494.328081576,16500494.328081576
190,633,elif_elmas_23,Elif Elmas,23,69,0,1,1,4,40,2,18.1,6,3,9,5,3.3,1.9,5.2,42,73,103,0.44,24.0,13.0,8.0,12.0,4.0,18.0,16.0,11.0,35.0,5.0,0.0,32.0,10.0,17.7,1.0,4.0,57.0,3.15,41.0,2.0,10.0,26000000,17.073607095985757,16.827269611061645,0.246337484924112,20323117.944653276,5676882.055346724,5676882.055346724
191,0,brenden_aaronson_22,Brenden Aaronson,22,1,0,1,1,4,1,1,26.4,1,3,4,1,3.9,4.2,8.1,43,86,151,0.15,45.0,18.0,16.0,22.0,7.0,43.0,40.0,1.4,50.0,6.0,1.0,41.0,9.0,18.4,2.0,3.9,95.0,3.6,57.0,5.0,7.0,25000000,17.034386382832476,17.081129818721102,-0.04674343588862584,26196328.32703067,-1196328.32703067,1196328.32703067
192,30,taiwo_awoniyi_26,Taiwo Awoniyi,26,17,0,1,0,1,15,1,15.6,10,1,11,10,6.6,1.1,7.7,18,12,55,0.71,17.0,10.0,2.0,10.0,5.0,18.0,14.0,1.3,21.0,20.0,0.0,35.0,15.0,11.8,0.0,6.6,25.0,1.6,18.0,2.0,4.0,25000000,17.034386382832476,16.698406744650768,0.3359796381817084,17865941.42475074,7134058.575249258,7134058.575249258
193,46,said_benrahma_28,Saïd Benrahma,28,6,0,1,1,4,4,1,23.0,6,3,9,2,3.9,4.5,8.4,109,82,237,0.22,25.0,15.0,11.0,7.0,7.0,23.0,22.0,9.0,34.0,13.0,0.0,69.0,23.0,21.9,5.0,7.0,92.0,4.0,68.0,8.0,5.0,25000000,17.034386382832476,17.05414084704737,-0.019754464214894796,25498771.87100275,-498771.8710027486,498771.8710027486
194,65,dominic_calvert_lewin_26,Dominic Calvert-Lewin,26,3,0,1,0,1,17,1,12.9,2,1,3,1,5.0,0.8,5.9,18,15,56,0.15,4.0,2.0,1.0,0.0,3.0,5.0,4.0,1.2,7.0,18.0,0.0,30.0,9.0,11.8,0.0,5.8,24.0,1.85,16.0,1.0,4.0,25000000,17.034386382832476,16.571385137082277,0.4630012457501991,15734796.211066375,9265203.788933625,9265203.788933625
195,70,matty_cash_26,Matty Cash,26,22,1,0,0,3,16,1,20.2,0,1,1,0,0.2,0.7,0.9,42,75,57,0.05,55.0,32.0,36.0,15.0,4.0,20.0,15.0,26.0,81.0,43.0,0.0,7.0,1.0,26.9,0.0,0.2,28.0,1.38,25.0,0.0,3.0,25000000,17.034386382832476,16.920599522318703,0.11378686051377329,22311203.7888273,2688796.2111727,2688796.2111727
196,71,timothy_castagne_27,Timothy Castagne,27,32,1,0,0,3,9,1,36.2,2,3,5,2,2.2,2.6,4.8,39,106,149,0.14,87.0,44.0,53.0,27.0,7.0,50.0,37.0,2.11,130.0,110.0,0.0,19.0,5.0,11.0,0.0,2.2,51.0,1.41,44.0,2.0,5.0,25000000,17.034386382832476,17.244410254801014,-0.2100238719685379,30842687.765802495,-5842687.765802495,5842687.765802495
197,94,matheus_cunha_24,Matheus Cunha,24,12,0,1,0,1,6,1,10.7,2,0,2,2,2.0,0.6,2.6,16,14,43,0.19,7.0,4.0,0.0,5.0,2.0,15.0,12.0,9.0,16.0,11.0,0.0,26.0,7.0,19.4,0.0,2.0,21.0,1.96,16.0,1.0,0.0,25000000,17.034386382832476,16.530067135501735,0.5043192473307414,15097913.833242664,9902086.166757336,9902086.166757336
198,98,arnaut_danjuma_26,Arnaut Danjuma,26,9,0,1,1,4,18,1,1.9,1,0,1,1,0.8,0.0,0.8,5,2,19,0.53,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,3.0,14.2,0.0,0.8,4.0,2.13,4.0,0.0,0.0,25000000,17.034386382832476,16.139814946169746,0.89457143666273,10219568.760152206,14780431.239847794,14780431.239847794
199,107,kiernan_dewsbury_hall_24,Kiernan Dewsbury-Hall,24,3,0,0,1,2,9,1,25.6,2,2,4,2,2.4,3.3,5.6,68,132,91,0.16,53.0,29.0,14.0,34.0,5.0,55.0,42.0,1.27,81.0,21.0,0.0,26.0,6.0,21.3,0.0,2.4,78.0,3.04,61.0,2.0,9.0,25000000,17.034386382832476,17.346495674887894,-0.3121092920554176,34157600.276084736,-9157600.276084736,9157600.276084736
200,155,alejandro_garnacho_19,Alejandro Garnacho,19,11,0,1,1,4,13,1,6.3,3,2,5,3,3.0,1.0,4.1,33,12,85,0.79,5.0,2.0,2.0,0.0,3.0,5.0,5.0,5.0,10.0,3.0,0.0,24.0,9.0,16.3,0.0,3.0,22.0,3.48,17.0,1.0,6.0,25000000,17.034386382832476,17.081199000378952,-0.046812617546475366,26198140.695144497,-1198140.6951444969,1198140.6951444969
201,190,aaron_hickey_21,Aaron Hickey,21,2,1,0,0,3,7,1,21.3,0,1,1,0,0.4,0.4,0.8,41,81,47,0.05,38.0,26.0,27.0,11.0,0.0,18.0,11.0,17.0,55.0,32.0,1.0,11.0,2.0,21.5,0.0,0.4,20.0,0.94,14.0,2.0,2.0,25000000,17.034386382832476,17.25298539463169,-0.21859901179921337,31108305.352485076,-6108305.352485076,6108305.352485076
202,212,curtis_jones_22,Curtis Jones,22,3,0,0,1,2,10,1,11.5,3,1,4,3,1.2,1.1,2.3,31,69,75,0.35,34.0,17.0,8.0,12.0,14.0,12.0,10.0,1.2,37.0,9.0,0.0,15.0,5.0,17.9,0.0,1.2,38.0,3.3,31.0,1.0,4.0,25000000,17.034386382832476,17.01365257244362,0.02073381038885813,24486991.42950389,513008.5704961084,513008.5704961084
203,213,jorginho_31,Jorginho,31,42,0,0,1,2,20,1,9.5,0,1,1,0,0.2,0.2,0.4,15,99,8,0.11,18.0,13.0,6.0,10.0,2.0,7.0,5.0,9.0,27.0,8.0,0.0,6.0,0.0,22.3,0.0,0.2,21.0,2.21,19.0,0.0,5.0,25000000,17.034386382832476,15.912107543748618,1.122278839083858,8138427.550865889,16861572.44913411,16861572.44913411
204,228,jakub_kiwior_23,Jakub Kiwior,23,22,1,0,0,3,20,1,4.7,1,0,1,1,0.1,0.0,0.1,0,6,6,0.21,7.0,5.0,6.0,1.0,0.0,5.0,2.0,6.0,13.0,10.0,0.0,1.0,1.0,10.0,0.0,0.1,1.0,0.21,1.0,0.0,0.0,25000000,17.034386382832476,15.975007561335135,1.0593788214973419,8666777.20218978,16333222.79781022,16333222.79781022
205,232,ezri_konsa_25,Ezri Konsa,25,3,1,0,0,3,16,1,36.9,0,0,0,0,1.1,1.3,2.3,7,56,11,0.0,42.0,20.0,25.0,15.0,2.0,41.0,18.0,1.25,68.0,120.0,3.0,8.0,0.0,8.0,0.0,1.1,15.0,0.41,13.0,1.0,2.0,25000000,17.034386382832476,16.78633645142177,0.24804993141070497,19508024.49444923,5491975.505550768,5491975.505550768
206,241,aymeric_laporte_29,Aymeric Laporte,29,10,1,0,0,3,8,1,11.0,0,0,0,0,0.5,0.2,0.7,30,85,11,0.0,11.0,8.0,6.0,4.0,1.0,10.0,6.0,3.0,14.0,30.0,1.0,10.0,1.0,14.9,0.0,0.5,17.0,1.54,16.0,1.0,0.0,25000000,17.034386382832476,17.195859388808415,-0.16147300597593883,29381018.331338912,-4381018.331338912,4381018.331338912
207,256,ruben_loftus_cheek_27,Ruben Loftus-Cheek,27,3,1,0,1,5,14,1,17.1,0,1,1,0,0.8,1.5,2.4,56,90,86,0.06,25.0,14.0,8.0,14.0,3.0,15.0,13.0,12.0,37.0,23.0,0.0,9.0,2.0,18.6,0.0,0.8,36.0,2.11,31.0,1.0,4.0,25000000,17.034386382832476,17.09392239106238,-0.059536008229905235,26533599.4352357,-1533599.4352357015,1533599.4352357015
208,257,sean_longstaff_25,Sean Longstaff,25,3,0,0,1,2,11,1,28.0,1,4,5,1,3.6,3.3,6.9,21,116,115,0.18,42.0,21.0,16.0,20.0,6.0,35.0,27.0,1.15,58.0,23.0,0.0,33.0,7.0,16.0,0.0,3.6,62.0,2.22,46.0,7.0,6.0,25000000,17.034386382832476,17.142751992679266,-0.10836560984678911,27861378.166968595,-2861378.1669685952,2861378.1669685952
209,286,scott_mctominay_26,Scott McTominay,26,2,0,0,1,2,13,1,12.9,1,0,1,1,1.9,0.6,2.5,20,33,19,0.08,32.0,19.0,16.0,10.0,6.0,15.0,9.0,1.13,46.0,45.0,0.0,13.0,6.0,14.9,0.0,1.9,23.0,1.78,18.0,2.0,0.0,25000000,17.034386382832476,16.66848235799628,0.36590402483619755,17339234.086220257,7660765.913779743,7660765.913779743
210,307,vitaliy_mykolenko_24,Vitaliy Mykolenko,24,50,1,0,0,3,17,1,29.5,0,0,0,0,0.5,1.2,1.8,31,100,72,0.0,58.0,34.0,36.0,19.0,3.0,50.0,34.0,46.0,104.0,99.0,0.0,10.0,3.0,20.3,0.0,0.5,46.0,1.56,41.0,2.0,3.0,25000000,17.034386382832476,16.98139406699272,0.05299231583975583,23709682.50035718,1290317.4996428192,1290317.4996428192
211,309,wilfred_ndidi_26,Wilfred Ndidi,26,17,0,0,1,2,9,1,18.7,0,0,0,0,0.2,0.1,0.3,11,51,7,0.0,61.0,42.0,34.0,24.0,3.0,32.0,18.0,38.0,99.0,48.0,3.0,7.0,2.0,25.1,0.0,0.2,12.0,0.64,12.0,0.0,2.0,25000000,17.034386382832476,16.384738874625423,0.6496475082070532,13055745.651222343,11944254.348777657,11944254.348777657
212,315,eddie_nketiah_24,Eddie Nketiah,24,3,0,1,0,1,20,1,12.1,4,1,5,4,8.2,1.3,9.5,32,15,82,0.41,13.0,9.0,6.0,2.0,5.0,7.0,6.0,12.31,14.0,7.0,0.0,41.0,14.0,11.3,0.0,8.2,29.0,2.4,14.0,6.0,3.0,25000000,17.034386382832476,16.863389368994053,0.17099701383842358,21070602.25691944,3929397.74308056,3929397.74308056
213,327,dango_ouattara_21,Dango Ouattara,21,52,0,1,1,4,12,1,13.8,1,3,4,1,3.6,2.5,6.1,39,23,87,0.29,28.0,15.0,20.0,6.0,2.0,20.0,17.0,1.12,41.0,29.0,1.0,26.0,5.0,14.3,0.0,3.6,44.0,3.19,26.0,4.0,5.0,25000000,17.034386382832476,16.964868595335112,0.06951778749736448,23321088.50712422,1678911.492875781,1678911.492875781
214,348,christian_pulisic_24,Christian Pulisic,24,1,1,1,0,6,14,1,9.1,1,1,2,1,1.7,0.7,2.4,35,23,76,0.22,11.0,6.0,3.0,6.0,2.0,8.0,7.0,1.3,15.0,4.0,0.0,19.0,6.0,16.8,0.0,1.7,24.0,2.63,21.0,3.0,3.0,25000000,17.034386382832476,16.813894610037277,0.22049177279519938,20053105.95187167,4946894.048128329,4946894.048128329
215,385,kevin_schade_21,Kevin Schade,21,24,0,1,0,1,7,1,8.1,0,1,1,0,2.1,1.1,3.2,24,15,57,0.12,12.0,8.0,7.0,2.0,3.0,7.0,7.0,1.3,16.0,6.0,0.0,12.0,4.0,11.9,0.0,2.1,27.0,3.32,15.0,2.0,4.0,25000000,17.034386382832476,16.660600377482808,0.3737860053496682,17203103.774032377,7796896.225967623,7796896.225967623
216,419,tete_23,Tetê,23,12,0,1,0,1,9,1,8.2,1,0,1,1,1.8,0.4,2.2,22,26,55,0.12,14.0,8.0,5.0,7.0,2.0,9.0,9.0,1.1,16.0,3.0,0.0,15.0,1.0,19.8,0.0,1.8,28.0,3.43,15.0,2.0,2.0,25000000,17.034386382832476,16.6826048645188,0.35178151831367543,17585844.814746153,7414155.185253847,7414155.185253847
217,422,youri_tielemans_26,Youri Tielemans,26,32,0,0,1,2,9,1,26.0,3,2,5,2,0.9,4.7,5.6,35,181,56,0.15,66.0,39.0,27.0,30.0,9.0,35.0,27.0,1.27,94.0,24.0,1.0,29.0,8.0,27.7,1.0,2.5,78.0,2.99,64.0,7.0,4.0,25000000,17.034386382832476,17.223786701890422,-0.1894003190579454,30213116.277734768,-5213116.277734768,5213116.277734768
218,423,kieran_tierney_26,Kieran Tierney,26,2,1,0,0,3,20,1,8.8,0,1,1,0,0.3,0.3,0.7,25,36,31,0.11,20.0,11.0,9.0,9.0,2.0,8.0,6.0,11.0,31.0,25.0,0.0,7.0,2.0,23.1,0.0,0.3,12.0,1.36,10.0,1.0,4.0,25000000,17.034386382832476,16.625623924241705,0.40876245859077187,16611801.330122232,8388198.669877768,8388198.669877768
219,425,takehiro_tomiyasu_24,Takehiro Tomiyasu,24,49,1,0,0,3,20,1,7.4,0,1,1,0,0.2,0.6,0.8,14,51,28,0.14,27.0,18.0,12.0,10.0,5.0,7.0,7.0,14.0,41.0,15.0,1.0,3.0,0.0,12.1,0.0,0.2,10.0,1.36,8.0,0.0,2.0,25000000,17.034386382832476,16.668820728399513,0.36556565443296307,17345102.162585482,7654897.837414518,7654897.837414518
220,440,fabio_vieira_23,Fabio Vieira,23,31,0,1,1,4,20,1,5.7,1,2,3,1,0.8,2.5,3.3,8,35,40,0.53,6.0,4.0,3.0,0.0,3.0,5.0,5.0,4.0,10.0,2.0,0.0,15.0,2.0,20.1,0.0,0.8,23.0,4.03,17.0,2.0,3.0,25000000,17.034386382832476,16.806142941573423,0.22824344125905327,19898261.848299425,5101738.151700575,5101738.151700575
221,445,kyle_walker_peters_26,Kyle Walker-Peters,26,3,1,0,0,3,2,1,29.4,1,0,1,1,1.0,1.4,2.5,102,97,114,0.03,61.0,32.0,34.0,24.0,3.0,47.0,39.0,27.0,88.0,52.0,0.0,13.0,5.0,18.1,0.0,1.0,53.0,1.8,33.0,3.0,3.0,25000000,17.034386382832476,16.720729633942334,0.3136567488901427,18269245.566672444,6730754.433327556,6730754.433327556
222,446,aaron_wan_bissaka_25,Aaron Wan-Bissaka,25,3,1,0,0,3,13,1,15.9,0,0,0,0,1.2,1.0,2.2,41,55,64,0.0,40.0,25.0,20.0,17.0,3.0,24.0,16.0,1.21,62.0,41.0,0.0,10.0,2.0,14.7,0.0,1.2,30.0,1.88,29.0,1.0,1.0,25000000,17.034386382832476,16.860183597630822,0.1742027852016541,21003162.87896751,3996837.1210324913,3996837.1210324913
